;;;vest;bo31;bo31hk;bo3_nw;doelgroep;ephh;groei_jong;groei_llvo;kernen500;lidr_w_nw;inwo;inw75+dr;wad1;wad3;wad2;jong;kernen;LOdr;ll_so;ll_vo;loonksub;nwmigr;cf.landelijk;cf.lokaal;cf.regionaal;oeverdhbftot;oeverbftot;oadw;goab;opbebnk;opbebnkbfnk;opbebk;opbebkbfk;biwa;buiwamax;histk40;histk65;histk4164;landbftot;land;WOZnwe70;WOZnwg70;WOZwe80;vast;Amsterdam;Den Haag;Rotterdam;woonr;woonrbfk
CBS;Naam;Prov;bedrijven;bewoonde oorden 1930;historische woningen in bewoonde oorden 1930;bijstandsontvangers;doelgroepenregister gemeentelijke doelgroep;éénpersoonshuishoudens;extra groei jongeren;extra groei leerlingen voortgezet onderwijs;grote woonkernen;huishoudens met een laag inkomen met drempel;inwoners;inwoners 75+ met drempel;inwoners waddengemeenten (<2500 inwoners);inwoners waddengemeenten (>7500 inwoners);inwoners waddengemeenten (2500 tot 7500 inwoners);jongeren;kernen;laag opleidingsniveau met drempel;leerlingen (voortgezet) speciaal onderwijs;leerlingen voortgezet onderwijs;loonkostensubsidie;migratieachtergrond;landelijke centrumfunctie;lokale centrumfunctie;regionale centrumfunctie;(oeverlengte+2*veen/kleiveengebied)*bf.gemeente*dh.factor;oeverlengte*bodemfactor gemeente;omgevingsadressendichtheid;onderwijsachterstand;oppervlak bebouwing buitengebied;oppervlak bebouwing buitengebied ∗ bodemfactor buitengebied;oppervlak bebouwing woonkern;oppervlak bebouwing woonkern ∗ bodemfactor woonkern;oppervlak binnenwater;oppervlak buitenwater;oppervlak historische kern < 40 ha;oppervlak historische kern > 65 ha;oppervlak historische kern 40 tot 65 ha;oppervlak land * bodemfactor gemeente;oppervlak land;ozb niet-woningen eigenaren;ozb niet-woningen gebruikers;ozb woningen eigenaren;vast bedrag;vast bedrag Amsterdam;verkiezingen Den Haag;vast bedrag Rotterdam;woonruimten;woonruimten ∗ bodemfactor woonkern
448;Texel;7;2.857,54;636,00;0,00;132,11;97,49;2.797,42;0,00;0,00;5,00;1.084,94;13.996,94;1.037,06;2.527,25;6.415,18;5.054,51;2.186,34;22,00;1.635,14;35,86;472,80;42,89;669,44;2.244,20;13.364,12;7.844,60;3.021,63;3.505,71;5.814,46;494,81;61,22;61,83;122,32;122,15;288,00;10.000,00;0,00;0,00;0,00;16.364,02;16.202,00;349.355.907,38;349.355.907,38;3.879.878.137,53;1,00;0,00;0,00;0,00;11.445,78;11.445,78
450;Uitgeest;7;1.808,04;841,00;0,00;148,58;83,25;1.719,59;0,00;0,00;1,00;711,56;13.573,38;466,13;0,00;0,00;0,00;2.580,34;1,00;387,75;0,00;0,00;11,80;991,92;1.799,40;10.877,30;1.910,60;21.085,63;1.818,00;6.797,05;185,80;9,03;11,20;64,70;69,13;315,00;0,00;0,00;0,00;0,00;2.296,80;1.914,00;152.865.742,75;146.736.691,75;2.457.285.912,00;1,00;0,00;0,00;0,00;6.052,58;6.476,26
451;Uithoorn;7;4.686,37;0,00;0,00;327,42;184,02;4.729,62;0,00;0,00;1,00;2.233,84;32.465,11;1.137,09;0,00;0,00;0,00;6.643,29;2,00;2.038,31;649,55;1.839,19;56,83;6.922,83;10.654,90;31.489,59;9.886,62;148.954,07;3.526,48;20.683,23;1.288,58;44,16;59,17;132,43;182,50;138,00;0,00;0,00;0,00;0,00;2.453,44;1.804,00;796.055.566,04;776.226.283,37;5.585.471.138,40;1,00;0,00;0,00;0,00;14.003,54;19.324,88
453;Velsen;7;9.450,67;10.063,00;0,00;1.298,92;630,92;11.934,79;0,00;0,00;1,00;5.783,75;70.789,40;3.083,02;0,00;0,00;0,00;12.924,06;4,00;6.897,57;1.301,84;2.915,19;92,22;8.371,49;61.725,66;72.491,76;59.906,03;26.559,75;1.892,10;62.037,48;3.841,20;91,32;93,15;324,51;330,53;841,00;925,00;0,00;0,00;0,00;4.642,02;4.551,00;1.457.272.009,94;1.424.824.092,84;11.873.534.107,04;1,00;0,00;0,00;0,00;32.789,37;33.445,15
852;Waterland;7;2.977,04;568,00;568,00;156,65;96,39;2.598,58;0,00;0,00;4,00;1.031,64;17.747,39;1.283,26;0,00;0,00;0,00;3.236,35;11,00;1.468,25;0,00;205,60;22,52;1.261,46;677,30;11.210,90;636,87;36.449,58;4.417,53;5.099,41;145,38;33,12;46,70;68,74;94,73;412,00;5.953,00;18,00;0,00;0,00;7.333,41;5.201,00;117.173.033,95;112.125.580,18;3.367.887.775,85;1,00;0,00;0,00;0,00;7.785,35;10.743,79
1696;Wijdemeren;7;5.039,66;0,00;0,00;190,94;95,30;3.545,49;0,00;0,00;4,00;1.288,50;24.938,94;1.717,15;0,00;0,00;0,00;4.539,21;15,00;1.691,36;0,00;0,00;17,16;1.620,19;1.213,08;17.134,78;1.172,65;29.977,93;8.222,22;7.463,39;369,10;20,07;20,47;149,62;152,40;2.883,00;0,00;0,00;0,00;0,00;4.848,06;4.753,00;429.394.102,88;394.061.926,49;5.809.996.990,12;1,00;0,00;0,00;0,00;12.356,60;12.603,73
880;Wormerland;7;2.275,64;886,00;0,00;209,09;105,15;2.472,59;0,00;0,00;2,00;1.371,66;16.600,02;1.175,96;0,00;0,00;0,00;2.895,14;8,00;1.227,67;0,00;0,00;21,45;1.520,22;1.445,59;11.261,44;1.395,04;52.955,76;7.138,17;11.304,69;768,80;27,10;31,16;73,80;91,38;682,00;0,00;0,00;0,00;0,00;4.488,12;3.836,00;241.556.716,15;227.856.484,48;2.880.001.581,15;1,00;0,00;0,00;0,00;7.491,51;9.289,47
479;Zaanstad;7;24.070,88;15.821,00;8.346,00;3.373,36;1.224,61;27.564,69;0,00;0,00;3,00;15.113,47;164.603,10;5.374,43;0,00;0,00;0,00;31.944,06;7,00;16.374,04;3.175,69;6.780,77;161,92;40.793,02;198.177,16;170.680,64;183.923,45;506.346,18;10.810,20;158.637,98;15.135,77;73,26;91,57;660,14;870,16;974,00;0,00;12,00;0,00;0,00;9.481,50;7.350,00;2.882.817.167,61;2.839.913.810,56;25.287.503.033,75;1,00;0,00;0,00;0,00;73.409,53;96.900,57
473;Zandvoort;7;3.179,66;2.296,00;0,00;369,10;102,96;3.973,67;0,00;23,40;2,00;1.681,72;17.563,41;1.463,89;0,00;0,00;0,00;2.695,09;2,00;2.315,59;0,00;182,40;15,01;1.758,40;2.820,42;15.112,98;2.800,20;7.830,10;1.526,00;19.277,52;604,91;4,01;4,01;73,80;73,69;162,00;1.010,00;0,00;0,00;0,00;3.224,00;3.224,00;255.978.012,63;242.998.845,79;4.234.745.040,36;1,00;0,00;0,00;0,00;10.454,19;10.454,19
482;Alblasserdam;8;2.582,18;1.467,00;0,00;328,43;182,92;2.745,25;0,00;0,00;1,00;1.848,84;20.462,67;1.010,46;0,00;0,00;0,00;4.528,04;1,00;2.455,34;0,00;0,00;55,76;1.907,38;4.660,26;18.317,54;4.720,91;53.536,07;999,69;13.152,86;1.124,30;15,05;21,38;101,09;142,34;135,00;0,00;0,00;0,00;0,00;1.228,11;871,00;456.794.566,20;453.549.774,49;2.665.295.945,61;1,00;0,00;0,00;0,00;8.602,26;12.129,19
613;Albrandswaard;8;3.543,35;0,00;0,00;400,03;155,54;2.903,72;0,00;0,00;2,00;1.193,13;26.998,15;818,49;0,00;0,00;0,00;5.532,35;2,00;1.492,55;0,00;0,00;27,88;4.428,33;2.951,83;19.338,55;2.840,63;44.722,70;1.755,00;11.944,50;739,12;15,05;20,02;115,25;159,97;212,00;0,00;0,00;0,00;0,00;2.920,05;2.163,00;387.932.875,48;372.069.449,35;4.386.958.391,13;1,00;0,00;0,00;0,00;11.300,38;15.707,52
484;Alphen aan den Rijn;8;15.939,88;3.731,00;0,00;1.548,68;812,75;17.035,50;0,00;0,00;5,00;7.976,41;117.035,12;4.445,32;0,00;0,00;0,00;22.656,45;10,00;9.528,10;2.103,70;5.016,78;231,62;15.098,29;94.630,51;117.153,39;88.918,91;350.052,82;15.582,88;99.525,05;4.425,00;89,32;122,36;548,94;745,50;620,00;0,00;0,00;0,00;0,00;17.176,80;12.630,00;2.049.987.295,52;1.967.785.905,55;18.352.198.544,24;1,00;0,00;0,00;0,00;51.862,98;70.533,65
489;Barendrecht;8;7.143,85;716,00;0,00;559,37;277,12;5.284,77;0,00;0,00;1,00;2.511,99;49.079,28;1.777,25;0,00;0,00;0,00;10.132,49;4,00;3.401,25;2.122,31;3.199,19;67,56;10.121,07;25.029,93;48.179,57;24.726,65;180.919,69;3.012,80;33.687,37;2.077,27;4,01;5,42;233,53;331,14;226,00;0,00;0,00;0,00;0,00;2.725,80;1.947,00;928.370.961,30;924.044.572,36;7.901.256.662,73;1,00;0,00;0,00;0,00;19.992,51;28.389,36
1901;Bodegraven-Reeuwijk;8;5.990,44;870,00;0,00;326,41;205,93;4.667,61;0,00;0,00;6,00;2.044,58;37.614,64;1.719,90;0,00;0,00;0,00;7.936,00;19,00;2.780,64;0,00;0,00;58,98;3.270,77;5.984,54;31.863,62;5.762,14;171.812,14;14.956,90;18.367,33;994,18;47,17;77,83;199,16;290,36;1.302,00;0,00;0,00;0,00;0,00;12.174,82;7.562,00;608.218.179,31;582.620.378,05;6.573.741.984,75;1,00;0,00;0,00;0,00;15.971,59;23.318,52
502;Capelle aan den IJssel;8;9.471,45;841,00;0,00;1.686,85;581,63;12.878,74;0,00;0,00;1,00;6.397,34;69.372,12;2.948,90;0,00;0,00;0,00;13.128,17;1,00;6.107,23;1.615,20;2.078,39;162,99;20.048,06;39.313,97;68.104,45;36.857,47;344.921,16;2.972,06;74.757,87;5.378,21;3,01;3,55;232,52;332,03;118,00;0,00;0,00;0,00;0,00;2.019,24;1.422,00;918.276.053,76;886.549.201,49;10.430.855.075,69;1,00;0,00;0,00;0,00;32.432,92;46.379,07
503;Delft;8;14.261,72;11.645,00;11.645,00;2.737,34;936,53;36.738,48;0,00;328,30;1,00;9.225,82;111.374,07;1.710,77;0,00;0,00;0,00;16.174,62;1,00;4.482,34;2.580,61;6.155,97;331,35;26.181,87;105.709,99;114.899,08;97.673,32;334.852,65;3.454,72;227.465,52;6.395,58;14,05;19,25;352,82;440,40;138,00;0,00;0,00;85,00;0,00;2.903,04;2.268,00;2.062.245.397,54;2.009.607.665,36;17.130.028.003,45;1,00;0,00;0,00;0,00;59.405,99;74.257,48
505;Dordrecht;8;17.108,87;14.520,00;13.939,00;3.619,76;1.696,70;23.443,37;0,00;0,00;1,00;11.329,83;124.134,68;4.443,89;0,00;0,00;0,00;22.688,95;3,00;13.820,12;4.885,87;5.096,78;414,99;25.334,03;162.967,46;136.350,42;157.963,49;167.296,37;7.251,86;151.710,26;11.310,64;81,29;91,85;492,33;653,87;2.246,00;0,00;0,00;72,00;0,00;9.164,19;7.701,00;2.618.546.909,50;2.588.262.186,88;17.281.794.980,75;1,00;0,00;0,00;0,00;59.123,25;78.633,92
1924;Goeree-Overflakkee;8;6.998,38;3.633,00;0,00;489,11;378,99;7.011,26;0,00;0,00;14,00;3.749,29;52.753,90;2.793,31;0,00;0,00;0,00;9.908,07;27,00;7.233,40;682,72;2.545,59;120,10;2.121,05;8.572,45;52.213,07;11.281,66;17.145,60;10.177,84;18.438,38;1.145,67;114,40;122,41;346,75;377,43;11.725,00;4.275,00;7,00;0,00;0,00;28.071,45;26.235,00;1.001.198.508,56;956.853.021,86;8.719.459.219,81;1,00;0,00;0,00;0,00;28.279,72;30.824,89
512;Gorinchem;8;5.507,26;3.432,00;3.432,00;804,43;359,28;6.777,98;0,00;0,00;1,00;3.712,30;39.265,44;1.427,67;0,00;0,00;0,00;7.352,10;1,00;4.582,96;1.978,45;4.955,18;147,98;6.947,33;30.589,88;46.471,15;34.411,09;79.953,77;1.933,07;32.775,95;2.429,06;27,10;36,31;183,99;255,39;330,00;0,00;31,00;0,00;0,00;2.552,31;1.863,00;815.524.316,30;801.103.019,81;5.920.697.608,86;1,00;0,00;0,00;0,00;18.538,43;25.768,42
513;Gouda;8;9.777,98;7.377,00;7.377,00;1.765,17;707,60;13.989,05;0,00;0,00;1,00;6.411,30;77.348,13;3.072,41;0,00;0,00;0,00;14.502,12;1,00;6.908,50;3.930,24;6.423,97;157,63;14.481,77;76.737,55;88.029,32;73.280,26;668.122,28;5.435,90;93.282,39;4.343,90;3,01;5,39;282,05;540,77;159,00;0,00;0,00;0,00;53,00;3.138,80;1.652,00;1.118.011.010,10;1.064.291.680,69;11.288.784.870,94;1,00;0,00;0,00;0,00;36.002,47;69.124,73
523;Hardinxveld-Giessendam;8;2.545,81;2.315,00;0,00;193,29;142,40;2.199,94;0,00;0,00;1,00;1.438,42;19.331,47;712,16;0,00;0,00;0,00;4.506,72;2,00;2.408,40;0,00;492,00;40,75;1.076,21;5.954,21;19.540,73;6.550,64;38.044,89;1.558,44;7.903,17;624,19;5,02;7,78;109,18;172,26;252,00;0,00;0,00;0,00;0,00;2.627,04;1.684,00;337.458.337,78;333.131.948,83;2.576.914.000,00;1,00;0,00;0,00;0,00;7.856,04;12.412,54
531;Hendrik-Ido-Ambacht;8;3.891,45;964,00;0,00;369,78;212,50;3.396,86;31,07;0,00;1,00;1.723,85;33.217,22;829,72;0,00;0,00;0,00;7.988,81;1,00;2.034,02;0,00;0,00;60,05;3.665,77;14.172,84;31.550,24;14.233,50;86.165,07;1.312,74;24.789,60;709,61;2,01;2,65;125,36;186,52;144,00;0,00;0,00;0,00;0,00;1.497,21;1.047,00;377.837.967,94;371.708.916,93;5.183.735.021,99;1,00;0,00;0,00;0,00;13.130,09;19.563,83
534;Hillegom;8;3.132,90;1.874,00;0,00;246,07;130,35;3.633,10;0,00;0,00;1,00;1.784,38;23.034,41;1.068,66;0,00;0,00;0,00;4.223,40;2,00;2.441,29;123,53;680,80;28,95;1.808,38;6.601,19;22.209,51;6.328,24;45.348,03;1.822,36;16.869,35;563,83;15,05;15,96;123,33;149,02;56,00;0,00;0,00;0,00;0,00;1.497,56;1.291,00;370.987.852,11;364.498.268,69;4.282.507.000,86;1,00;0,00;0,00;0,00;10.471,35;12.670,34
1963;Hoeksche Waard;8;12.588,76;3.172,00;0,00;869,64;444,71;11.847,18;0,00;0,00;13,00;6.088,03;91.736,29;5.392,87;0,00;0,00;0,00;17.156,59;28,00;8.701,06;635,66;2.510,39;129,75;5.182,07;14.031,32;78.183,14;15.042,22;61.362,93;11.762,49;34.682,54;2.321,85;129,46;159,23;518,61;657,71;5.547,00;0,00;0,00;0,00;0,00;32.991,06;26.822,00;1.620.593.192,65;1.567.955.460,47;13.982.202.344,69;1,00;0,00;0,00;0,00;40.469,70;51.396,52
1884;Kaag en Braassem;8;4.494,13;542,00;0,00;289,77;179,64;3.996,31;0,00;0,00;6,00;1.827,90;29.635,59;1.224,81;0,00;0,00;0,00;5.538,45;19,00;3.014,19;0,00;0,00;38,60;2.156,34;4.650,15;23.493,35;4.397,42;69.080,57;6.754,56;9.287,77;737,82;43,15;54,37;159,73;212,14;908,00;0,00;0,00;0,00;0,00;8.084,48;6.316,00;423.625.584,28;387.572.343,07;5.689.029.781,74;1,00;0,00;0,00;0,00;13.499,66;17.954,55
537;Katwijk;8;7.247,76;5.004,00;0,00;817,20;457,86;8.784,00;0,00;70,70;1,00;4.835,57;67.820,38;2.241,61;0,00;0,00;0,00;14.421,90;3,00;7.877,15;937,45;1.959,99;126,53;4.756,69;57.813,47;69.711,78;54.942,51;38.460,16;1.502,46;62.250,92;3.737,50;39,14;39,53;271,94;276,99;169,00;455,00;0,00;0,00;0,00;2.540,82;2.491,00;983.892.952,78;966.226.864,58;11.539.646.756,96;1,00;0,00;0,00;0,00;28.295,87;28.861,79
542;Krimpen aan den IJssel;8;3.267,99;925,00;0,00;502,56;245,36;4.089,82;0,00;0,00;1,00;2.630,65;30.117,79;2.331,21;0,00;0,00;0,00;6.246,24;1,00;3.055,47;0,00;1.005,60;93,29;3.646,17;6.833,70;25.990,28;6.449,55;124.940,19;1.320,16;25.608,22;1.339,82;9,03;13,64;123,33;181,05;131,00;0,00;0,00;0,00;0,00;1.130,72;764,00;354.042.828,74;350.798.037,03;4.396.332.233,84;1,00;0,00;0,00;0,00;12.900,87;18.964,27
1931;Krimpenerwaard;8;8.177,76;3.668,00;1.194,00;659,54;384,47;7.750,48;0,00;0,00;9,00;4.347,77;58.428,09;3.047,58;0,00;0,00;0,00;11.768,44;25,00;6.051,21;0,00;2.376,79;106,16;4.082,34;4.175,02;45.905,04;4.104,26;341.451,39;34.365,87;20.154,05;1.928,24;94,33;164,14;303,28;481,54;1.221,00;0,00;15,00;0,00;0,00;25.496,10;14.910,00;872.488.437,42;813.721.654,24;9.019.868.560,18;1,00;0,00;0,00;0,00;25.005,02;39.757,98
1621;Lansingerland;8;10.417,03;501,00;0,00;606,43;222,36;6.316,33;0,00;763,90;2,00;2.497,28;66.784,21;1.335,43;0,00;0,00;0,00;16.111,66;6,00;2.970,46;0,00;4.026,38;61,12;9.343,81;27.526,85;58.015,65;25.555,59;143.476,15;5.923,82;35.909,64;1.063,47;123,44;164,17;332,60;441,73;321,00;0,00;0,00;0,00;0,00;7.072,94;5.318,00;1.667.101.873,81;1.667.101.873,81;11.623.564.967,94;1,00;0,00;0,00;0,00;26.154,14;34.785,01
546;Leiden;8;17.888,20;17.166,00;17.166,00;2.991,82;1.098,64;41.497,63;0,00;0,00;1,00;10.594,09;132.062,17;1.828,60;0,00;0,00;0,00;18.583,35;1,00;4.993,26;4.772,42;8.187,96;259,50;24.465,62;176.887,57;152.160,92;164.392,83;248.721,39;2.616,81;277.450,88;5.207,10;4,01;5,22;431,67;508,65;142,00;0,00;0,00;125,00;0,00;2.600,15;2.185,00;2.738.243.670,33;2.687.408.600,22;23.930.974.080,70;1,00;0,00;0,00;0,00;69.781,41;82.342,06
547;Leiderdorp;8;3.569,33;510,00;0,00;329,10;188,40;4.605,60;0,00;0,00;1,00;1.724,25;28.053,53;1.766,86;0,00;0,00;0,00;5.303,87;2,00;1.537,05;825,19;285,60;41,82;3.861,81;8.602,77;25.505,05;8.147,87;58.806,58;1.195,07;33.235,71;889,44;4,01;5,18;106,15;131,44;79,00;0,00;0,00;0,00;0,00;1.459,23;1.149,00;302.486.693,80;295.636.577,97;5.146.239.651,13;1,00;0,00;0,00;0,00;12.937,22;16.042,15
1916;Leidschendam-Voorburg;8;10.333,91;6.047,00;0,00;1.665,67;502,77;15.556,07;0,00;0,00;2,00;5.714,05;79.171,80;4.849,41;0,00;0,00;0,00;15.230,22;4,00;4.721,94;498,74;3.806,38;102,94;16.187,24;45.156,98;71.834,67;40.830,32;133.101,68;3.507,79;118.072,98;3.323,75;17,06;22,18;245,66;267,39;391,00;0,00;0,00;0,00;0,00;3.836,91;3.171,00;930.534.155,78;920.078.715,82;15.075.370.954,77;1,00;0,00;0,00;0,00;38.460,25;41.921,68
553;Lisse;8;3.216,03;1.325,00;0,00;224,22;128,16;3.825,04;0,00;0,00;2,00;2.044,43;23.839,08;1.520,20;0,00;0,00;0,00;4.314,79;3,00;2.383,12;294,85;1.319,99;36,46;1.576,09;6.611,30;22.674,52;6.348,46;22.294,47;1.219,89;18.249,41;469,73;18,06;19,51;119,29;138,18;37,00;0,00;0,00;0,00;0,00;1.740,48;1.568,00;476.984.381,28;468.331.603,39;4.171.360.008,66;1,00;0,00;0,00;0,00;10.779,33;12.504,03
556;Maassluis;8;4.234,36;2.422,00;2.422,00;755,69;261,79;5.496,40;437,98;0,00;1,00;3.183,31;36.833,21;2.035,26;0,00;0,00;0,00;7.382,56;1,00;4.154,12;237,11;832,80;73,99;7.917,68;16.275,52;35.927,45;16.609,11;40.147,29;705,16;35.267,34;3.619,36;1,00;1,22;119,29;145,33;169,00;0,00;14,00;0,00;0,00;1.028,46;843,00;434.441.556,65;420.380.792,58;5.200.697.213,57;1,00;0,00;0,00;0,00;16.882,40;20.596,53
1842;Midden-Delfland;8;2.919,89;0,00;0,00;164,05;72,29;2.305,26;0,00;0,00;3,00;886,31;19.634,74;809,23;0,00;0,00;0,00;3.986,79;11,00;1.159,16;0,00;0,00;22,52;1.538,84;586,32;8.976,81;515,56;35.693,75;4.150,93;11.545,64;124,14;42,15;56,48;97,05;124,05;215,00;0,00;0,00;0,00;0,00;6.281,59;4.723,00;489.963.548,12;489.963.548,12;3.590.628.133,72;1,00;0,00;0,00;0,00;8.294,28;10.616,68
1978;Molenlanden;8;6.561,95;892,00;0,00;328,76;267,27;4.731,59;0,00;0,00;12,00;2.895,54;45.857,53;1.731,01;0,00;0,00;0,00;9.954,78;30,00;3.741,58;0,00;0,00;124,39;1.877,97;1.395,04;32.187,11;1.465,81;97.779,13;16.302,00;7.442,30;1.464,38;120,43;184,25;260,82;377,66;1.005,00;0,00;5,00;0,00;0,00;27.594,08;18.154,00;794.613.436,39;746.662.625,58;6.838.441.448,11;1,00;0,00;0,00;0,00;18.513,19;26.844,12
569;Nieuwkoop;8;4.655,19;0,00;0,00;238,00;152,25;3.545,49;0,00;0,00;3,00;1.757,41;29.842,83;1.457,88;0,00;0,00;0,00;5.526,26;14,00;3.062,50;0,00;298,40;36,46;1.733,89;3.548,26;26.708,02;3.315,76;115.665,81;13.599,99;6.473,66;811,29;56,20;76,99;165,79;225,16;1.311,00;0,00;0,00;0,00;0,00;10.692,85;7.805,00;519.166.673,51;489.963.548,12;5.302.916.736,53;1,00;0,00;0,00;0,00;12.668,62;17.229,32
1930;Nissewaard;8;8.884,35;0,00;0,00;2.073,43;695,55;13.773,48;0,00;0,00;4,00;8.064,35;89.304,06;3.022,20;0,00;0,00;0,00;17.132,22;6,00;10.585,27;1.769,34;3.455,18;186,58;16.831,20;76.343,29;93.144,48;76.808,31;124.367,89;5.476,90;85.135,12;7.533,48;36,13;46,60;322,49;428,31;1.045,00;0,00;5,00;0,00;0,00;9.535,50;7.335,00;976.321.772,12;957.574.086,69;11.123.626.689,75;1,00;0,00;0,00;0,00;41.128,08;54.700,34
575;Noordwijk;8;7.445,19;2.742,00;0,00;463,56;281,51;7.922,73;0,00;0,00;3,00;3.201,61;46.429,70;2.511,76;0,00;0,00;0,00;8.173,63;6,00;3.530,18;724,22;1.987,99;68,63;3.045,34;13.151,83;41.537,95;12.717,14;14.581,86;1.886,00;34.445,99;767,48;36,13;36,13;253,75;253,39;104,00;1.540,00;0,00;0,00;0,00;5.849,00;5.849,00;1.032.204.296,01;960.818.878,40;10.419.249.365,66;1,00;0,00;0,00;0,00;23.821,57;23.821,57
579;Oegstgeest;8;3.527,76;1.027,00;0,00;341,54;118,30;3.801,41;37,27;0,00;1,00;769,94;26.342,08;1.264,54;0,00;0,00;0,00;5.759,82;1,00;0,00;1.921,96;1.787,99;23,59;3.026,71;7.177,40;22.846,38;6.752,82;24.711,62;704,82;20.728,43;52,66;3,01;3,04;104,13;106,06;73,00;0,00;0,00;0,00;0,00;738,48;724,00;389.735.537,54;385.048.616,18;6.080.945.681,96;1,00;0,00;0,00;0,00;11.509,40;11.739,59
590;Papendrecht;8;3.756,37;1.239,00;0,00;490,79;337,37;4.700,09;0,00;0,00;1,00;2.530,04;32.651,11;2.056,14;0,00;0,00;0,00;6.256,39;1,00;2.996,32;320,79;2.685,59;87,93;3.984,32;14.728,84;31.368,28;14.941,13;67.290,88;1.062,60;28.138,02;1.745,56;6,02;8,85;130,41;166,69;148,00;0,00;0,00;0,00;0,00;1.228,92;931,00;468.331.603,39;463.644.682,03;4.827.975.372,24;1,00;0,00;0,00;0,00;14.739,66;18.866,77
1926;Pijnacker-Nootdorp;8;7.876,42;0,00;0,00;455,16;250,84;6.030,88;0,00;0,00;3,00;2.146,19;58.759,67;1.122,98;0,00;0,00;0,00;13.015,45;8,00;3.062,01;825,65;1.075,20;75,06;9.063,48;9.168,88;40.850,54;8.299,50;165.581,87;5.019,64;37.104,74;1.040,45;21,07;28,45;243,64;321,15;171,00;0,00;0,00;0,00;0,00;4.944,60;3.690,00;841.843.182,39;815.524.316,30;10.712.516.730,63;1,00;0,00;0,00;0,00;23.263,16;30.707,37
597;Ridderkerk;8;6.125,53;2.380,00;0,00;908,97;387,76;7.428,61;362,63;0,00;2,00;4.623,53;48.522,27;3.345,96;0,00;0,00;0,00;9.364,79;5,00;7.193,00;597,74;1.881,59;80,42;7.799,08;21.279,48;44.156,18;20.824,57;129.545,99;2.542,50;39.426,03;3.868,40;23,08;35,31;234,54;346,63;178,00;0,00;0,00;0,00;0,00;3.522,00;2.348,00;1.211.028.372,44;1.211.028.372,44;6.837.995.074,65;1,00;0,00;0,00;0,00;22.274,59;32.966,40
603;Rijswijk;8;9.461,06;4.042,00;0,00;1.392,03;477,57;12.663,18;3.240,31;0,00;1,00;5.259,01;61.378,92;2.719,04;0,00;0,00;0,00;12.412,25;1,00;4.126,69;1.202,88;1.511,99;127,61;15.979,45;19.894,54;48.685,02;17.195,44;67.925,99;1.311,12;97.571,85;4.322,68;8,03;8,67;204,21;220,23;51,00;0,00;0,00;0,00;0,00;1.510,92;1.399,00;879.338.553,25;871.767.372,60;9.547.928.366,52;1,00;0,00;0,00;0,00;29.893,34;32.284,80
599;Rotterdam;8;113.849,61;152.086,00;143.539,00;32.978,55;6.465,87;166.587,99;0,00;0,00;7,00;72.628,10;680.296,39;8.856,73;0,00;0,00;0,00;122.348,49;11,00;80.989,88;22.043,46;27.813,47;1.607,40;272.486,65;1.624.498,76;747.329,28;1.404.364,82;691.529,12;15.211,17;1.408.542,66;88.702,57;520,84;552,09;1.960,21;2.603,40;7.509,00;2.961,00;25,00;0,00;0,00;25.675,65;21.945,00;16.983.600.339,48;16.983.600.339,48;101.830.285.292,11;1,00;0,00;0,00;1,00;340.886,41;453.378,93
606;Schiedam;8;12.188,71;13.298,00;13.298,00;2.134,95;721,84;16.132,88;0,00;0,00;1,00;8.247,53;83.128,47;1.951,86;0,00;0,00;0,00;15.786,70;2,00;11.308,37;1.412,13;3.021,59;180,15;25.993,68;60.542,90;82.065,00;57.176,60;227.057,21;2.197,80;132.679,11;11.609,56;18,06;23,66;267,90;366,50;202,00;0,00;33,00;0,00;0,00;2.408,40;1.784,00;1.249.605.340,54;1.223.647.006,86;10.689.751.684,04;1,00;0,00;0,00;0,00;39.149,93;53.635,40
518;'s-Gravenhage;8;104.700,28;130.270,00;116.262,00;22.163,64;5.506,34;138.468,16;0,00;2.029,20;3,00;51.100,38;575.147,45;5.626,38;0,00;0,00;0,00;108.134,76;3,00;60.203,19;12.474,16;22.820,69;1.916,23;209.833,27;1.236.302,41;625.727,91;994.777,79;453.858,45;6.184,12;1.436.693,22;71.235,25;23,08;23,77;1.589,20;1.634,56;363,00;1.174,00;0,00;130,00;0,00;8.523,25;8.275,00;12.794.934.775,04;12.701.196.347,88;95.330.194.928,71;1,00;0,00;1,00;0,00;283.036,49;291.527,58
610;Sliedrecht;8;3.210,84;3.255,00;0,00;497,52;276,03;3.832,91;0,00;3,80;1,00;2.310,62;26.891,00;1.179,27;0,00;0,00;0,00;5.726,31;1,00;3.737,87;923,81;286,40;83,64;3.107,09;11.665,81;27.102,27;12.272,35;56.102,10;1.177,50;20.295,06;1.871,96;6,02;10,48;120,30;170,59;119,00;0,00;0,00;0,00;0,00;2.012,74;1.282,00;521.329.867,98;499.337.390,84;3.494.211.465,79;1,00;0,00;0,00;0,00;12.181,91;17.298,31
